normalized_street,normalized_cross,street,cross,query,status,match_count,matching_intersection_full,lng,lat,request_ms,attempts,http_status,error,fetched_at
columbus avenue,clarendon street,Columbus Ave,Clarendon St,Columbus Ave and Clarendon St,ok,1,"Columbus Ave & Clarendon St, South End, MA 02116",-71.073531000001,42.347277000003,591,1,200,,2026-06-04T18:06:11.797Z
columbus avenue,columbus avenue,Columbus Ave,Columbus Ave,Columbus Ave and Columbus Ave,ok,1,"Columbus Ave & Columbus Sq, South End, MA 02116",-71.078305500001,42.343326000003,368,1,200,,2026-06-04T18:06:12.777Z
columbus avenue,dartmouth street,Columbus Ave,Dartmouth St,Columbus Ave and Dartmouth St,ok,1,"Columbus Ave & Dartmouth St, South End, MA 02116",-71.075254500001,42.345882000003,289,1,200,,2026-06-04T18:06:13.897Z
columbus avenue,douglass park,Columbus Ave,Douglass Park,Columbus Ave and Douglass Park,ok,1,"Columbus Ave & Douglass Park, Roxbury, MA 02120",-71.084146500001,42.338628000003,363,1,200,,2026-06-04T18:06:15.171Z
columbus avenue,massachusetts avenue,Columbus Ave,Massachusetts Ave,Columbus Ave and Massachusetts Ave,ok,1,"Columbus Ave & Massachusetts Ave, Roxbury, MA 02115",-71.081815500001,42.340599000003,282,1,200,,2026-06-04T18:06:16.291Z
columbus avenue,stuart street,Columbus Ave,Stuart St,Columbus Ave and Stuart St,ok,2,"Columbus Ave & Stuart St, Back Bay, MA 02116",-71.069899500001,42.350157000003,584,1,200,,2026-06-04T18:06:17.796Z
columbus avenue,tremont street,Columbus Ave,Tremont St,Columbus Ave and Tremont St,ok,3,"Columbus Ave & Tremont St, Roxbury, MA 02120",-71.094591000001,42.331446000003,431,1,200,,2026-06-04T18:06:18.845Z
columbus avenue,washington street,Columbus Ave,Washington St,Columbus Ave and Washington St,ok,1,"Columbus Ave & Washington St, Jamaica Plain, MA 02119",-71.098308000001,42.315786000003,302,1,200,,2026-06-04T18:06:19.913Z
commercial street,commercial street,Commercial St,Commercial St,Commercial St and Commercial St,ok,1,"Commercial St & Commercial Ct, North End, MA 02109",-71.054343000001,42.367860000003,1821,1,200,,2026-06-04T18:06:22.634Z
commercial street,lewis wharf,Commercial St,Lewis Wharf,Commercial St and Lewis Wharf,ok,2,"Commercial St & Lewis Whf, North End, MA 02110",-71.051080500001,42.363711000003,621,1,200,,2026-06-04T18:06:23.257Z
commercial street,north street,Commercial St,North St,Commercial St and North St,ok,1,"Commercial St & North St, North End, MA 02109",-71.051305500001,42.366186000003,276,1,200,,2026-06-04T18:06:24.112Z
commercial street,north washington street,Commercial St,North Washington St,Commercial St and North Washington St,ok,1,"Commercial St & N Washington St, North End, MA 02114",-71.058051000001,42.367257000003,339,1,200,,2026-06-04T18:06:25.375Z
commercial street,state street,Commercial St,State St,Commercial St and State St,ok,1,"Commercial St & State St, Downtown, MA 02109",-71.053564500001,42.359346000003,367,1,200,,2026-06-04T18:06:26.604Z
common street,adams street,Common St,Adams St,Common St and Adams St,ok,1,"Common St & Adams St, Charlestown, MA 02129",-71.059378500001,42.374385000003,621,1,200,,2026-06-04T18:06:28.059Z
common street,winthrop street,Common St,Winthrop St,Common St and Winthrop St,ok,1,"Common St & Winthrop St, Charlestown, MA 02129",-71.060800500001,42.374295000003,2340,1,200,,2026-06-04T18:06:30.979Z
commonwealth avenue,arlington street,Commonwealth Ave,Arlington St,Commonwealth Ave and Arlington St,ok,2,"Commonwealth Ave & Arlington St, Beacon Hill, MA 02116",-71.071663500001,42.353847000003,444,1,200,,2026-06-04T18:06:31.425Z
commonwealth avenue,brighton avenue,Commonwealth Ave,Brighton Av,Commonwealth Ave and Brighton Av,ok,4,"Commonwealth Ave & Brighton Ave, Allston, MA 02134",-71.125227000001,42.352119000003,1432,1,200,,2026-06-04T18:06:33.613Z
commonwealth avenue,chestnut hill avenue,Commonwealth Ave,Chestnut Hill Ave,Commonwealth Ave and Chestnut Hill Ave,ok,2,"Commonwealth Ave & Chestnut Hill Ave, Brighton, MA 02135",-71.153811000001,42.338187000003,689,1,200,,2026-06-04T18:06:34.304Z
commonwealth avenue,colburne street,Commonwealth Ave,Colburne Street,Commonwealth Ave and Colburne Street,ok,2,"Commonwealth Ave & Colborne Rd, Brighton, MA 02135",-71.145936000001,42.341931000003,452,1,200,,2026-06-04T18:06:35.268Z
commonwealth avenue,comm avenue service road,Commonwealth Ave,Comm Ave Service Rd,Commonwealth Ave and Comm Ave Service Rd,ok,2,"Commonwealth Ave & Commonwealth Ct, Brighton, MA 02135",-71.140824000001,42.346422000003,337,1,200,,2026-06-04T18:06:36.353Z
commonwealth avenue,commonwealth avenue,Commonwealth Ave,Commonwealth Ave,Commonwealth Ave and Commonwealth Ave,ok,2,"Commonwealth Ave & Commonwealth Ct, Brighton, MA 02135",-71.140824000001,42.346422000003,355,1,200,,2026-06-04T18:06:37.573Z
commonwealth avenue,kelton street,Commonwealth Ave,Kelton St,Commonwealth Ave and Kelton St,ok,2,"Commonwealth Ave & Kelton St, Allston, MA 02135",-71.140207500001,42.348627000003,399,1,200,,2026-06-04T18:06:38.818Z
commonwealth avenue,kenmore street,Commonwealth Ave,Kenmore St,Commonwealth Ave and Kenmore St,ok,2,"Commonwealth Ave & Kenmore St, Fenway, MA 02215",-71.094978000001,42.348807000003,378,1,200,,2026-06-04T18:06:39.999Z
commonwealth avenue,lake street,Commonwealth Ave,Lake St,Commonwealth Ave and Lake St,ok,2,"Commonwealth Ave & Lake St, Brighton, MA 02135",-71.166145500001,42.340104000003,564,1,200,,2026-06-04T18:06:41.384Z
commonwealth avenue,massachusetts avenue,Commonwealth Ave,Massachusetts Ave,Commonwealth Ave and Massachusetts Ave,ok,2,"Commonwealth Ave & Massachusetts Ave, Back Bay, MA 02115",-71.088705000001,42.349266000003,412,1,200,,2026-06-04T18:06:42.434Z
commonwealth avenue,street thomas moore road,Commonwealth Ave,St Thomas Moore Rd,Commonwealth Ave and St Thomas Moore Rd,ok,1,"Commonwealth Ave & Saint Thomas More Rd, Brighton, MA 02467",-71.166127500001,42.339924000003,357,1,200,,2026-06-04T18:06:43.581Z
commonwealth avenue,warren street,Commonwealth Ave,Warren St,Commonwealth Ave and Warren St,ok,1,"Commonwealth Ave & Warren St, Brighton, MA 02135",-71.140383000001,42.348690000003,355,1,200,,2026-06-04T18:06:44.780Z
commonwealth avenue,washington street,Commonwealth Ave,Washington St,Commonwealth Ave and Washington St,ok,2,"Commonwealth Ave & Washington St, Brighton, MA 02135",-71.143141500001,42.343884000003,334,1,200,,2026-06-04T18:06:45.958Z
commonwealth avenue underpass,commonwealth avenue,Commonwealth Ave Underpass,Commonwealth Ave,Commonwealth Ave Underpass and Commonwealth Ave,ok,2,"Commonwealth Ave & Commonwealth Ct, Brighton, MA 02135",-71.140824000001,42.346422000003,433,1,200,,2026-06-04T18:06:47.260Z
concord square,columbus avenue,Concord Sq,Columbus Ave,Concord Sq and Columbus Ave,ok,1,"Concord Sq & Columbus Ave, South End, MA 02118",-71.079835500001,42.342183000003,275,1,200,,2026-06-04T18:06:48.301Z
concord square,tremont street,Concord Sq,Tremont St,Concord Sq and Tremont St,ok,1,"Concord Sq & Tremont St, South End, MA 02118",-71.078067000001,42.340527000003,310,1,200,,2026-06-04T18:06:49.537Z
concord street,bunker hill street,Concord St,Bunker Hill St,Concord St and Bunker Hill St,ok,1,"Concord St & Bunker Hill St, Charlestown, MA 02129",-71.060629500001,42.378318000003,397,1,200,,2026-06-04T18:06:50.824Z
concord street,monument square,Concord St,Monument Sq,Concord St and Monument Sq,ok,1,"Concord St & Monument Sq, Charlestown, MA 02129",-71.061237000001,42.377157000003,283,1,200,,2026-06-04T18:06:51.910Z
condor street,east eagle street,Condor St,East Eagle St,Condor St and East Eagle St,ok,1,"Condor St & E Eagle St, East Boston, MA 02128",-71.028589500001,42.381342000003,375,1,200,,2026-06-04T18:06:53.204Z
condor street,meridian street,Condor St,Meridian St,Condor St and Meridian St,ok,1,"Condor St & Meridian St, East Boston, MA 02128",-71.039308500001,42.382611000003,271,1,200,,2026-06-04T18:06:54.302Z
congress street,atlantic avenue,Congress St,Atlantic Ave,Congress St and Atlantic Ave,ok,1,"Congress St & Atlantic Ave, Downtown, MA 02110",-71.053609500001,42.353694000003,312,1,200,,2026-06-04T18:06:55.544Z
congress street,dorchester avenue,Congress St,Dorchester Ave,Congress St and Dorchester Ave,ok,1,"Congress St & Dorchester Ave, Downtown, MA 02210",-71.052246000001,42.352344000003,476,1,200,,2026-06-04T18:06:56.908Z
congress street,east service road,Congress St,East Service Road,Congress St and East Service Road,ok,1,"Congress St & W Service Rd, South Boston Waterfront, MA 02210",-71.047206000001,42.349563000003,531,1,200,,2026-06-04T18:06:58.164Z
congress street,state street,Congress St,State St,Congress St and State St,ok,1,"Congress St & State St, Downtown, MA 02109",-71.056809000001,42.358869000003,391,1,200,,2026-06-04T18:06:59.227Z
congress street,sudbury street,Congress St,Sudbury St,Congress St and Sudbury St,ok,2,"Congress St & Sudbury St, Downtown, MA 02108",-71.058537000001,42.362415000003,329,1,200,,2026-06-04T18:07:00.364Z
congress street,water street,Congress St,Water St,Congress St and Water St,ok,1,"Congress St & Water St, Downtown, MA 02109",-71.056399500001,42.357591000003,610,1,200,,2026-06-04T18:07:01.846Z
constitution road,faunce road,Constitution Rd,Faunce Rd,Constitution Rd and Faunce Rd,ok,1,"Constitution Rd & Faunce Rd, Mattapan, MA 02126",-71.089398000001,42.272388000003,273,1,200,,2026-06-04T18:07:02.710Z
cook street,bunker hill street,Cook St,Bunker Hill St,Cook St and Bunker Hill St,ok,1,"Cook St & Bunker Hill St, Charlestown, MA 02129",-71.064490500001,42.379875000003,324,1,200,,2026-06-04T18:07:03.961Z
cook street,medford street,Cook St,Medford St,Cook St and Medford St,ok,1,"Cook St & Medford St, Charlestown, MA 02129",-71.063271000001,42.381504000003,325,1,200,,2026-06-04T18:07:05.163Z
cooper street,north washington street,Cooper St,North Washington St,Cooper St and North Washington St,ok,1,"Cooper St & N Washington St, North End, MA 02113",-71.058222000001,42.364395000003,353,1,200,,2026-06-04T18:07:06.392Z
cooper street,salem street,Cooper St,Salem St,Cooper St and Salem St,ok,1,"Cooper St & Salem St, North End, MA 02113",-71.055549000001,42.364377000003,479,1,200,,2026-06-04T18:07:07.720Z
copeland park,copeland street,Copeland Park,Copeland St,Copeland Park and Copeland St,ok,1,"Copeland Park & Copeland St, Roxbury, MA 02119",-71.079610500001,42.323013000003,468,1,200,,2026-06-04T18:07:08.909Z
copeland street,moreland street,Copeland St,Moreland St,Copeland St and Moreland St,ok,1,"Copeland St & Moreland St, Roxbury, MA 02119",-71.078796000001,42.323805000003,393,1,200,,2026-06-04T18:07:10.034Z
copeland street,warren street,Copeland St,Warren St,Copeland St and Warren St,ok,1,"Copeland St & Warren St, Roxbury, MA 02119",-71.081901000001,42.321726000003,295,1,200,,2026-06-04T18:07:11.137Z
copenger street,parker hill avenue,Copenger St,Parker Hill Avenue,Copenger St and Parker Hill Avenue,ok,1,"Copenger St & Parker Hill Ave, Mission Hill, MA 02120",-71.109580500001,42.332013000003,308,1,200,,2026-06-04T18:07:12.350Z
copley street,school street,Copley St,School St,Copley St and School St,ok,1,"Copley St & School St, Jamaica Plain, MA 02119",-71.101089000001,42.316542000003,281,1,200,,2026-06-04T18:07:13.523Z
cordis street,high street,Cordis St,High St,Cordis St and High St,ok,1,"Cordis St & High St, Charlestown, MA 02129",-71.062456500001,42.376167000003,497,1,200,,2026-06-04T18:07:14.941Z
cordis street,warren street,Cordis St,Warren St,Cordis St and Warren St,ok,1,"Cordis St & Warren St, Charlestown, MA 02129",-71.063104500001,42.374718000003,347,1,200,,2026-06-04T18:07:15.995Z
corey road,cummings road,Corey Rd,Cummings Rd,Corey Rd and Cummings Rd,ok,1,"Corey Rd & Cummings Rd, Brighton, MA 02135",-71.142444000001,42.340239000003,293,1,200,,2026-06-04T18:07:17.140Z
corey road,washington street,Corey Rd,Washington St,Corey Rd and Washington St,ok,1,"Corey Rd & Washington St, Brighton, MA 02135",-71.140428000001,42.342408000003,397,1,200,,2026-06-04T18:07:18.444Z
corey street,medford street,Corey St,Medford St,Corey St and Medford St,ok,1,"Corey St & Medford St, Charlestown, MA 02129",-71.055909000001,42.379128000003,414,1,200,,2026-06-04T18:07:19.662Z
corey street,moulton street,Corey St,Moulton St,Corey St and Moulton St,ok,1,"Corey St & Moulton St, Charlestown, MA 02129",-71.056314000001,42.377058000003,319,1,200,,2026-06-04T18:07:20.768Z
cornwall street,amory street,Cornwall St,Amory St,Cornwall St and Amory St,ok,1,"Cornwall St & Amory St, Jamaica Plain, MA 02130",-71.105611500001,42.312636000003,375,1,200,,2026-06-04T18:07:22.024Z
cornwall street,washington street,Cornwall St,Washington St,Cornwall St and Washington St,ok,1,"Cornwall St & Washington St, Jamaica Plain, MA 02130",-71.102542500001,42.311502000003,344,1,200,,2026-06-04T18:07:23.195Z
corona street,bowdoin street,Corona St,Bowdoin St,Corona St and Bowdoin St,ok,1,"Corona St & Bowdoin St, Dorchester, MA 02124",-71.072046000001,42.300693000003,500,1,200,,2026-06-04T18:07:24.551Z
corona street,geneva avenue,Corona St,Geneva Ave,Corona St and Geneva Ave,ok,1,"Corona St & Geneva Ave, Dorchester, MA 02122",-71.068405500001,42.301620000003,350,1,200,,2026-06-04T18:07:25.604Z
corwin street,arcadia street,Corwin St,Arcadia St,Corwin St and Arcadia St,ok,1,"Corwin St & Arcadia St, Dorchester, MA 02122",-71.061921000001,42.301674000003,442,1,200,,2026-06-04T18:07:26.894Z
corwin street,westville street,Corwin St,Westville St,Corwin St and Westville St,ok,1,"Corwin St & Westville St, Dorchester, MA 02122",-71.062326000001,42.302304000003,2494,1,200,,2026-06-04T18:07:30.147Z
cottage street,marginal street,Cottage St,Marginal St,Cottage St and Marginal St,ok,1,"Cottage St & Marginal St, East Boston, MA 02128",-71.036824500001,42.365727000003,396,1,200,,2026-06-04T18:07:30.545Z
cottage street,porter street,Cottage St,Porter St,Cottage St and Porter St,ok,1,"Cottage St & Porter St, East Boston, MA 02128",-71.031955500001,42.370686000003,369,1,200,,2026-06-04T18:07:31.720Z
cotting street,lomasney way,Cotting St,Lomasney Way,Cotting St and Lomasney Way,ok,1,"Cotting St & Lomasney Way, West End, MA 02114",-71.064364500001,42.365223000003,358,1,200,,2026-06-04T18:07:32.907Z
cotting street,nashua street,Cotting St,Nashua St,Cotting St and Nashua St,ok,1,"Cotting St & Nashua St, West End, MA 02114",-71.064121500001,42.365331000003,354,1,200,,2026-06-04T18:07:34.105Z
countryside drive,morton street,Countryside Dr,Morton St,Countryside Dr and Morton St,ok,1,"Countryside Dr & Morton St, Mattapan, MA 02126",-71.076861000001,42.277050000003,319,1,200,,2026-06-04T18:07:35.270Z
court square,court street,Court Sq,Court St,Court Sq and Court St,ok,1,"Court Sq & Court St, Downtown, MA 02108",-71.058955500001,42.359103000003,450,1,200,,2026-06-04T18:07:36.599Z
court street,tremont street,Court St,Tremont St,Court St and Tremont St,ok,1,"Court St & Tremont St, Downtown, MA 02108",-71.059477500001,42.359265000003,378,1,200,,2026-06-04T18:07:37.730Z
court street,washington street,Court St,Washington St,Court St and Washington St,ok,1,"Court St & Washington St, Downtown, MA 02108",-71.057799000001,42.358833000003,408,1,200,,2026-06-04T18:07:38.959Z
courtland road,harvard street,Courtland Rd,Harvard St,Courtland Rd and Harvard St,ok,1,"Courtland Rd & Harvard St, Mattapan, MA 02126",-71.096053500001,42.286086000003,408,1,200,,2026-06-04T18:07:40.161Z
courtland road,morton street,Courtland Rd,Morton St,Courtland Rd and Morton St,ok,1,"Courtland Rd & Morton St, Mattapan, MA 02126",-71.093533500001,42.286482000003,277,1,200,,2026-06-04T18:07:41.232Z
covington street,columbia road,Covington St,Columbia Rd,Covington St and Columbia Rd,ok,1,"Covington St & Columbia Rd, South Boston, MA 02127",-71.046175500001,42.330456000003,450,1,200,,2026-06-04T18:07:42.606Z
covington street,east eighth street,Covington St,East Eighth St,Covington St and East Eighth St,ok,1,"Covington St & E Eighth St, South Boston, MA 02127",-71.046193500001,42.331284000003,420,1,200,,2026-06-04T18:07:43.778Z
cragmere terrace,gladeside avenue,Cragmere Ter,Gladeside Ave,Cragmere Ter and Gladeside Ave,ok,1,"Cragmere Ter & Gladeside Ave, Mattapan, MA 02126",-71.086216500001,42.274098000003,363,1,200,,2026-06-04T18:07:44.923Z
cragmere terrace,ridgeview avenue,Cragmere Ter,Ridgeview Ave,Cragmere Ter and Ridgeview Ave,ok,1,"Cragmere Ter & Ridgeview Ave, Mattapan, MA 02126",-71.084911500001,42.273477000003,306,1,200,,2026-06-04T18:07:46.066Z
cranston street,sheridan street,Cranston St,Sheridan St,Cranston St and Sheridan St,ok,2,"Cranston St & Sheridan St, Jamaica Plain, MA 02130",-71.108874000001,42.321798000003,376,1,200,,2026-06-04T18:07:47.338Z
crawford street,elm hill avenue,Crawford St,Elm Hill Ave,Crawford St and Elm Hill Ave,ok,1,"Crawford St & Elm Hill Ave, Roxbury, MA 02121",-71.085865500001,42.311682000003,334,1,200,,2026-06-04T18:07:48.495Z
crawford street,humboldt avenue,Crawford St,Humboldt Ave,Crawford St and Humboldt Ave,ok,1,"Crawford St & Humboldt Ave, Roxbury, MA 02121",-71.089398000001,42.313275000003,313,1,200,,2026-06-04T18:07:49.677Z
crawford street,warren street,Crawford St,Warren St,Crawford St and Warren St,ok,1,"Crawford St & Warren St, Roxbury, MA 02121",-71.083255500001,42.310602000003,384,1,200,,2026-06-04T18:07:50.948Z
creighton street,centre street,Creighton St,Centre St,Creighton St and Centre St,ok,1,"Creighton St & Centre St, Jamaica Plain, MA 02130",-71.108491500001,42.322365000003,398,1,200,,2026-06-04T18:07:52.167Z
creighton street,day street,Creighton St,Day St,Creighton St and Day St,ok,1,"Creighton St & Day St, Jamaica Plain, MA 02130",-71.108244000001,42.324489000003,382,1,200,,2026-06-04T18:07:53.353Z
crescent avenue,dorchester avenue,Crescent Ave,Dorchester Ave,Crescent Ave and Dorchester Ave,ok,1,"Crescent Ave & Dorchester Ave, Dorchester, MA 02125",-71.056737000001,42.318666000003,477,1,200,,2026-06-04T18:07:54.644Z
crescent avenue,sydney street,Crescent Ave,Sydney St,Crescent Ave and Sydney St,ok,1,"Crescent Ave & Sydney St, Dorchester, MA 02125",-71.052736500001,42.319314000003,577,1,200,,2026-06-04T18:07:55.946Z
cresthill road,parson street,Cresthill Rd,Parson St,Cresthill Rd and Parson St,ok,2,"Cresthill Rd & Parsons St, Brighton, MA 02135",-71.156934000001,42.356358000003,523,1,200,,2026-06-04T18:07:57.092Z
cresthill road,parsons street,Cresthill Rd,Parsons St,Cresthill Rd and Parsons St,ok,2,"Cresthill Rd & Parsons St, Brighton, MA 02135",-71.156934000001,42.356358000003,318,1,200,,2026-06-04T18:07:58.089Z
creston street,blue hill avenue,Creston St,Blue Hill Ave,Creston St and Blue Hill Ave,ok,1,"Creston St & Blue Hill Ave, Roxbury, MA 02121",-71.080101000001,42.312699000003,300,1,200,,2026-06-04T18:07:59.275Z
creston street,normandy street,Creston St,Normandy St,Creston St and Normandy St,ok,1,"Creston St & Normandy St, Dorchester, MA 02121",-71.077936500001,42.311637000003,390,1,200,,2026-06-04T18:08:00.563Z
